Country,Region,Year,Month,Type_of_Tourism,Tourist_Arrivals,Sales,Profit,Average_Spend_Per_Visitor,Operating_Costs,Marketing_Spend,Number_of_Hotels,Tourism_Sector_Employment,Satisfaction_Score
Thailand,East Asia,2023,February,Medical,160119,859809.74,111208.69,3327.7,72495.12,33831.82,4212,76829,7.21
Singapore,East Asia,2022,February,Medical,390295,126677.73,311700.99,1068.66,18571,10518.58,3216,94223,6.07
India,South Asia,2021,June,Adventure,191971,889095.83,247074.65,1223.56,35459.63,49757.19,4200,41505,4.32
China,South Asia,2021,August,Medical,259838,422853.15,206166.76,636.8,35253.17,46047.91,1157,83629,9.39
Malaysia,East Asia,2021,August,Cultural,152780,404319.15,491470.71,4246.42,75539.52,47439.34,438,92362,9.79
Indonesia,Southeast Asia,2022,June,Medical,465753,832445.9,291419.45,4790.04,121121.15,37564.54,1758,77699,5.91
Singapore,East Asia,2023,November,Leisure,117257,686206.45,231904.55,2020.95,30997.86,7282.48,3015,55686,9.84
China,Southeast Asia,2022,June,Cultural,56920,687732.83,468798.21,4438.21,130218.56,29064.42,131,2601,1.41
China,Southeast Asia,2023,October,Cultural,228147,766924.82,463526.32,3676.83,39226.39,23651.34,2586,38390,6.11
Vietnam,South Asia,2021,May,Eco-tourism,147423,52338.13,364136.32,4894.25,135521.42,2123.61,3160,29850,5.34
South Korea,Southeast Asia,2020,May,Leisure,178956,383385.97,71206.03,4091.67,178507.72,33311.38,2700,69915,9.69
Thailand,South Asia,2022,May,Leisure,98041,814270.75,72208.41,660.87,86228.62,10983.62,1208,6145,9.91
Malaysia,South Asia,2020,October,Adventure,222734,812277.17,194464.06,1818.29,130862.98,14107.23,3631,5785,8.08
Philippines,Southeast Asia,2021,August,Adventure,224990,508700.28,486020.19,1432.66,143714.45,8175.13,3220,20997,4.45
China,South Asia,2022,August,Eco-tourism,65653,355892.38,197790.27,3067.81,94082.26,31687.01,3568,93259,7.16
India,Southeast Asia,2020,April,Eco-tourism,348805,75273.81,471358.25,1071.42,137930.17,24411.05,4638,2330,7.71
India,East Asia,2023,June,Adventure,450038,922983.68,232809.93,3948.51,120028.64,26639.54,3254,18659,4.22
Japan,South Asia,2023,July,Cultural,262886,478485.32,139764.77,4369.33,93891.07,11859.27,716,38925,7.03
China,Southeast Asia,2023,February,Medical,259972,837419.85,23863.01,3942.87,199967.08,6456.46,4682,62605,7.89
South Korea,Southeast Asia,2020,December,Adventure,496839,282434.72,64584.68,857.38,116885.54,46755.09,2955,33295,7.8
Philippines,East Asia,2021,March,Eco-tourism,166180,810714.01,13100.91,4428.32,51445.59,27559.86,4006,8312,1.36
Indonesia,Southeast Asia,2022,December,Adventure,472165,819712.48,100565.19,2846.23,145508.32,41532.05,3591,42844,5.78
China,South Asia,2023,December,Adventure,285231,232050.83,279287.39,4793.02,100687.13,41429.68,3220,76263,2.88
Philippines,East Asia,2022,December,Medical,491372,182730.07,371356.31,4628.44,24295.14,33318.79,663,36044,3.46
China,Southeast Asia,2020,September,Eco-tourism,323267,72158.68,246128.87,2824.53,16070.62,30317.4,935,90214,2.11
South Korea,East Asia,2023,June,Medical,111221,700526.78,84355.09,3820.99,125903.76,12205.63,206,13189,4
Malaysia,East Asia,2020,July,Medical,466029,714746.96,53450.95,2450.56,152434.48,7414.52,2665,62847,8.29
Vietnam,East Asia,2022,May,Adventure,434920,540366.97,98005.76,3422.68,69223.72,41643.78,4536,72536,4.6
Philippines,South Asia,2023,February,Adventure,147492,785602.48,118638.91,2381.45,31719,35023.16,3227,46183,7.58
Vietnam,East Asia,2021,November,Cultural,217665,685850.48,241243.4,1611.18,139147.03,2528.63,4546,74077,5.57
South Korea,Southeast Asia,2020,June,Medical,473003,345574.69,144656.9,1721.16,15007.95,43560.43,2299,34206,5.93
Singapore,East Asia,2022,January,Adventure,259591,461767.68,283161.41,3542.77,98346.27,25249.42,4946,84907,7.57
Singapore,South Asia,2021,May,Adventure,339079,553656.05,367491.76,1827.02,141145.42,1557.49,3497,77948,7.2
Thailand,South Asia,2022,July,Leisure,288320,733925.72,18208.07,899.85,89407.29,39964.24,209,80158,8.58
South Korea,South Asia,2023,September,Medical,187713,807635.5,132575.97,2641.44,68019.22,29201.45,74,82108,9.98
Vietnam,South Asia,2022,November,Eco-tourism,197006,917132.99,224246.24,3369.9,151754.51,8047.63,2123,61696,6.71
South Korea,South Asia,2020,August,Cultural,179292,838255.5,5977.48,3965.28,197885.73,31273.23,410,69168,7.02
Singapore,East Asia,2023,May,Medical,375337,452964.11,213254.25,2325.8,102179.49,23960.38,1683,3606,7.17
Vietnam,South Asia,2021,June,Cultural,467210,510241.1,325447.38,1895.7,98617.04,47412.86,4448,68244,5.74
Japan,South Asia,2021,September,Eco-tourism,375203,808578.33,31534.55,2670.05,159195.36,8857.76,954,39210,8.08
Philippines,South Asia,2023,March,Leisure,219415,640349.81,222605.58,3633.77,172196.12,47872.61,3259,69049,6.05
Philippines,Southeast Asia,2021,January,Leisure,243467,915667.3,494015.03,991.35,27109.59,7848.58,1873,98123,3.56
Indonesia,South Asia,2020,June,Eco-tourism,159915,956057.59,18045.32,4641.4,158551.86,31888.42,4109,1083,5.34
China,Southeast Asia,2021,October,Medical,145256,693111.98,203461.28,863.61,135446.88,29131.27,1016,74387,3.7
Thailand,South Asia,2020,June,Medical,400145,132012.21,255328.92,1428.63,8774.97,10631.42,2021,11115,1.81
Vietnam,South Asia,2023,January,Adventure,388626,480112.58,307423.54,3362.53,44070.34,27841.53,1980,61316,3.34
Philippines,South Asia,2023,November,Medical,320493,462912.85,276086.6,2239.78,117959.45,12469.38,4283,25429,2.42
Philippines,East Asia,2021,September,Leisure,316767,839689.25,334105.25,4254.97,86125.07,1574.34,2496,77041,6.72
Indonesia,South Asia,2020,September,Medical,90737,113129.11,229391.84,650.49,154189.01,3901.11,4925,67982,5.52
Singapore,South Asia,2020,March,Eco-tourism,23011,191024.59,180161.39,2895.75,115950.19,42266.95,1526,30884,6.83
Singapore,Southeast Asia,2020,March,Leisure,447445,575236.41,101853.78,3850.96,164324.92,36931.51,2960,23436,4.62
Singapore,South Asia,2022,May,Cultural,124471,83050.86,493961.89,3660.88,169853.61,11696.85,883,23379,1.76
Singapore,East Asia,2022,February,Cultural,154205,364954.58,455975.89,2955.29,32020.73,11022.17,4440,59747,7.91
China,South Asia,2023,October,Leisure,118792,568413.83,324474.29,3673.79,178807.2,9060.8,2275,3015,7.13
Indonesia,Southeast Asia,2023,June,Eco-tourism,75300,772180.94,80857.47,669.87,133614.18,24584.12,3571,77770,3.21
Thailand,Southeast Asia,2021,February,Medical,427022,242376.2,223733.23,4131.9,62082.58,47086.19,1928,45080,7.05
India,East Asia,2023,November,Eco-tourism,254527,319108.65,349396.78,4883.66,108136.8,34365.74,4935,60605,1.7
Thailand,Southeast Asia,2020,January,Medical,248300,481248.13,91462.9,2760.53,166187.71,42722.29,2718,85775,5.64
India,East Asia,2021,September,Cultural,392250,487224.39,247661.21,4754.07,65311.32,28707.96,2752,65209,7.14
Indonesia,Southeast Asia,2022,July,Medical,365548,943970.28,348790.84,2029.62,86544.25,28941.1,203,48527,5.12
Indonesia,South Asia,2023,June,Leisure,363150,93744.02,149360.31,3281.89,24548.72,10651.11,1498,65737,7.79
Malaysia,Southeast Asia,2021,October,Eco-tourism,406413,59188.04,7544.11,1971.28,44209.74,12761.57,3709,68902,7.77
Vietnam,Southeast Asia,2021,January,Cultural,357523,625255.04,246853.36,2824.66,37837.53,38732.03,2723,76399,9.79
Thailand,Southeast Asia,2023,June,Medical,67810,52424.2,322784.49,4993.54,44994.55,17648.58,3302,45955,4.58
Malaysia,Southeast Asia,2023,March,Leisure,326045,923894.36,490794.6,2736.63,108626.77,4903.17,2915,19090,6.38
Vietnam,Southeast Asia,2022,September,Cultural,205291,251267.94,454394.46,4830.16,181825.38,10067.17,3143,75264,5.29
South Korea,East Asia,2022,March,Eco-tourism,495613,828429.92,396570.06,2363.58,61480.1,2831.24,4722,49874,9.31
Philippines,South Asia,2021,January,Cultural,437216,566432.87,195001.97,3408.54,139134.35,16638.77,1777,62360,3.44
South Korea,East Asia,2021,May,Leisure,444515,532060.64,355235.62,711.97,121201.1,3866.32,105,5061,2.53
Malaysia,Southeast Asia,2022,May,Adventure,308377,679037.2,228106.14,1311.48,41326.94,14656.66,2316,18448,9.81
China,South Asia,2022,April,Leisure,15451,257275.16,481219.81,1952.48,82513.5,47864.83,2394,92132,4.62
India,East Asia,2021,November,Eco-tourism,440249,442616.09,265358.75,4086.01,13678.81,7397.82,1078,10086,4.78
Indonesia,East Asia,2022,August,Cultural,345481,149054.19,143110.18,864.91,81881.43,40569.82,2454,22414,2.11
China,East Asia,2023,July,Cultural,213702,734826.55,114647.11,2348.05,120031.81,11170.48,2815,38456,9.13
China,East Asia,2021,April,Medical,167054,772353.59,149541.2,4777.5,106107.67,24771.24,3056,65921,7.68
Vietnam,South Asia,2023,July,Eco-tourism,199389,571614.99,143932.17,3740.92,178927.96,1455.56,2831,12596,1.89
Japan,Southeast Asia,2022,October,Medical,489438,272158.5,201159.53,500.29,133557.12,42257.89,1209,73200,7.11
South Korea,East Asia,2020,March,Leisure,255086,796255.78,19445.85,3647.54,75235.22,24013.75,4851,12930,5.6
Japan,South Asia,2020,June,Eco-tourism,276480,629586.06,23782.99,2622.54,150026.43,13292.73,3892,62192,3.45
Thailand,Southeast Asia,2022,November,Medical,285121,105767.85,54643.9,1943.41,128217.94,45107.36,577,27714,5.09
Malaysia,East Asia,2022,September,Eco-tourism,412418,25980.22,100515.06,1247.47,65955.83,27876.08,993,63428,6.45
Singapore,Southeast Asia,2022,October,Medical,41113,216705.53,397683.91,3260.4,141854.84,2313.6,3935,83738,6.15
Indonesia,South Asia,2021,August,Eco-tourism,335038,877373.91,271144.69,2417.68,124877.82,31089.23,1696,73592,1.76
Singapore,East Asia,2023,October,Medical,425797,648570.33,444926.12,4406.54,9400.75,37403.06,2636,21643,1.57
Indonesia,South Asia,2021,January,Leisure,302988,776843.55,135817.93,2337.53,36515.01,47165.63,873,29107,8.49
Indonesia,South Asia,2021,April,Leisure,382694,659008.64,383938.45,2470.47,152288.07,17358.82,2440,57999,4.26
India,South Asia,2020,May,Adventure,431038,184145.54,166072.49,2281.18,76100.63,26987.76,4535,94486,4.69
Thailand,East Asia,2023,July,Leisure,135591,981152.46,205954.88,4450.73,34498.29,34352.37,4591,17042,7.59
India,Southeast Asia,2023,March,Leisure,376601,569026.27,249367.69,3516.16,46456.33,41130.51,4930,31030,4.63
Indonesia,Southeast Asia,2023,November,Adventure,209406,662223.56,151059.79,4588.19,158095.68,3090.47,2258,78322,8.8
Singapore,South Asia,2021,April,Medical,229191,475792.22,304899.74,848.28,100466.68,34950.38,3611,54940,8.87
South Korea,South Asia,2022,December,Eco-tourism,275163,883625.56,55552.26,4096.41,109876.35,37116.46,2075,77737,7.9
Thailand,South Asia,2022,August,Medical,224799,861032.34,279134.36,4862.73,108648.64,28338.66,1325,15696,5.65
Japan,East Asia,2023,February,Leisure,307442,504245.34,384750.43,1825.98,22455.16,40648.54,1979,46351,9.44
Japan,East Asia,2023,December,Medical,147825,756935.43,24618.75,3993.87,111717.11,37250.25,375,88536,3.56
Vietnam,East Asia,2021,November,Eco-tourism,176675,847751.48,115173.61,4422.92,79031.37,37768.78,4498,87464,1.15
Vietnam,East Asia,2022,August,Cultural,37458,621847.44,264826.22,1188.71,169737.38,31804.94,116,71061,9.43
Singapore,South Asia,2023,September,Leisure,171956,572610.8,261057.36,3076.48,150552.11,19617.59,2088,70699,3.51
Japan,East Asia,2023,October,Cultural,117293,290506.41,197765.61,2786.58,66895.44,6342.64,266,37988,8.71
South Korea,East Asia,2020,May,Adventure,283999,831134.35,384686.33,3400.08,27945.03,43550.65,2801,49003,7.9
Thailand,Southeast Asia,2021,March,Cultural,285407,952803.59,212414.22,3723.81,59876.04,11999.99,3825,77654,1.1
China,Southeast Asia,2021,May,Medical,467494,796425.51,122573.16,1935.24,170122.56,23750.68,1175,60790,7.52
Malaysia,Southeast Asia,2022,December,Medical,402021,930059.55,228355.97,2734.73,136977.92,35115.69,2254,31521,6.91
Thailand,East Asia,2022,July,Leisure,382194,220279.35,240502.45,915.27,116809.46,32872.4,2471,87094,5.93
China,Southeast Asia,2020,March,Cultural,354712,492444.97,434018.88,3270.37,199102.75,3844.27,1219,63071,7.47
India,Southeast Asia,2022,January,Eco-tourism,54381,344225.55,126716.33,4438.04,152142.03,30278.56,2104,74280,7.11
India,Southeast Asia,2022,March,Adventure,432376,682148.62,99928.97,4352.78,23445.17,13939.74,3729,78755,5.85
Malaysia,East Asia,2021,March,Cultural,458400,695097.48,245456.35,3724.41,131444.35,10931.21,3304,14680,3.72
Malaysia,East Asia,2022,January,Eco-tourism,411115,266564.47,415207.23,4816.08,163158.78,41220.22,4827,9613,8.44
China,South Asia,2022,January,Eco-tourism,264230,531321.22,393841.76,3537.82,166766.97,20094.39,362,15622,8.58
China,East Asia,2021,February,Medical,469188,291158.67,283007.51,967.23,133360.17,4907.73,4921,54402,6.03
Malaysia,East Asia,2021,December,Medical,149754,130685.48,134429.04,1378.69,59847.62,31161.05,624,54879,3.31
China,Southeast Asia,2022,August,Eco-tourism,442944,96508.13,96381.52,4988.83,152458.02,34159.12,2621,76467,9.23
Japan,Southeast Asia,2022,November,Leisure,341883,631358.12,289628.14,4929.99,102984.19,46546.09,1434,47154,6.43
Singapore,South Asia,2023,December,Medical,23669,844041.49,192845.42,4788.45,30310.68,28699.57,3855,16813,4.08
Japan,Southeast Asia,2022,December,Medical,443382,349001.46,481462.6,1354.19,107005.98,44336.46,2358,26503,9.54
Indonesia,East Asia,2023,March,Cultural,302927,823572.53,444289.34,1628.23,181488.43,30961.02,3786,67962,4.98
Indonesia,Southeast Asia,2022,November,Cultural,303534,677510.78,42557.86,2215.76,188738.91,33408.9,4324,19657,8.43
Thailand,South Asia,2023,July,Cultural,272057,778734.87,266626.08,2013.62,126966.46,33806.73,261,38320,3.34
Vietnam,South Asia,2020,February,Adventure,360616,557449.22,101769.33,4311.46,58276.47,7478.71,3411,20269,8.29
Thailand,South Asia,2020,November,Eco-tourism,421045,599169.14,17268.41,4980.46,189204.6,30553.29,2778,21124,4.64
Philippines,South Asia,2021,September,Adventure,221338,15366.8,407643.12,3512.1,123191.33,26834.23,1324,46675,6.98
Japan,East Asia,2020,October,Leisure,344422,74852.03,346751.97,3717.26,151098.31,31001.72,4821,51280,9.39
Vietnam,Southeast Asia,2020,March,Eco-tourism,247717,289034.92,382300.99,1570.35,20815.28,9671.61,1936,97833,2.42
Japan,East Asia,2020,July,Medical,193364,521940.85,422694.41,3435.6,104268.23,4544.34,4675,62701,6.42
Vietnam,South Asia,2023,June,Medical,436117,999751.89,362277.48,656.11,10615.2,42755.54,3563,60055,9.02
South Korea,East Asia,2020,August,Medical,287161,354775.62,403248.94,641.71,180836.54,22053.79,280,90159,3.14
Indonesia,East Asia,2021,October,Medical,487333,781361.89,178634.08,1570.79,40861.68,31750.95,297,52707,2.86
Philippines,South Asia,2022,June,Leisure,60153,704141.45,419858.33,3226.01,75404.23,29182.69,2522,16287,8.57
Japan,East Asia,2022,April,Leisure,91197,569497.19,395816.96,861.09,186848.9,17823.74,1000,59905,7.83
Thailand,East Asia,2023,March,Medical,490176,461050.18,112386.73,760.44,134753.06,3512.79,2479,73982,4.28
Japan,Southeast Asia,2023,March,Leisure,394039,797091.36,193095.87,2687.4,121448.88,11704.52,1605,75447,5.57
Indonesia,East Asia,2020,December,Medical,318215,993242.64,304520.2,3433.66,134297.47,46623.83,3496,93159,2.6
Malaysia,East Asia,2021,May,Medical,71142,101075.76,485671.63,1985.06,161005.06,30146.43,2947,71764,4.61
South Korea,East Asia,2023,August,Cultural,88733,869134.33,43003.55,882.51,143287.3,39001.73,3533,77254,9.58
Philippines,East Asia,2021,June,Cultural,243389,255102.35,336934.36,1830.57,181116.15,6860.71,1498,76560,5.96
Thailand,South Asia,2020,August,Eco-tourism,382311,417314.32,325124.63,808.41,86747.47,42437.72,4013,35421,2.22
Vietnam,East Asia,2021,April,Cultural,456825,865672.61,366261.97,1780.94,26515.2,30365,3495,71507,8.08
South Korea,South Asia,2022,January,Eco-tourism,239626,732471.29,455677.77,1162.67,194130.88,42391.87,2778,12543,5.9
Malaysia,Southeast Asia,2023,April,Adventure,328460,961051.22,47489.02,1441.64,85099.14,41067.4,4224,98345,8.95
South Korea,South Asia,2020,February,Medical,255547,726723.01,475444.9,3900.26,193813.6,1350.18,771,27363,9.45
Thailand,South Asia,2021,May,Medical,271859,478289.77,96493.31,3440.34,17644.93,5317.16,1701,58166,8.73
Thailand,Southeast Asia,2020,January,Eco-tourism,415279,519110,113549.97,2343.21,198978.76,4268.94,1523,38850,5.98
Vietnam,South Asia,2020,October,Medical,304417,481360.22,185419.39,4793.37,37885.62,30654.99,4909,42453,1.64
Vietnam,South Asia,2022,February,Adventure,367899,166238.68,290166.52,2422.64,55316.89,39105.09,201,76982,4.72
China,South Asia,2022,August,Medical,327913,310083.08,146707.98,4309.27,69670.41,14230.97,1567,30761,8.31
India,South Asia,2023,February,Cultural,282198,315563.3,88076.29,2710.47,75496.26,7574.43,1770,63203,2.4
Philippines,South Asia,2022,July,Eco-tourism,148974,517248.76,148975.26,1111.79,60309.33,37364.59,316,16933,3.33
Vietnam,South Asia,2021,November,Eco-tourism,90938,968809.89,423725.14,769.58,28475.37,43609.33,300,89477,2.52
Vietnam,Southeast Asia,2021,July,Eco-tourism,379218,836003.62,466412.93,1474.61,186996.54,34673.95,3456,64116,8.84
Malaysia,East Asia,2021,November,Adventure,471939,556507.53,442660.25,1054.25,22921.71,29424.6,4406,58997,6.01
Japan,South Asia,2023,May,Cultural,190028,236606.95,351274.5,2899.92,170270.27,4979.35,824,4245,7.8
Malaysia,South Asia,2022,February,Cultural,116261,506523.68,345740.72,1043.29,183065.43,20719.25,3553,50379,9.81
Philippines,East Asia,2021,May,Adventure,420821,627159.71,99091.15,516.09,35862.17,2336.21,135,64100,5.21
Malaysia,Southeast Asia,2020,June,Cultural,176246,443505.98,320420.16,1112.58,109038.74,23010.72,4300,40041,2.42
Vietnam,Southeast Asia,2021,March,Leisure,447940,914794.78,247805.32,4166.43,26378.87,49444.82,2553,29356,6.18
Indonesia,Southeast Asia,2020,August,Leisure,426012,479829.78,314465.27,4133.54,108603.87,48108.3,704,40630,7.05
Vietnam,East Asia,2021,February,Leisure,21595,614165.7,444925.51,2959.78,23244.55,4193.06,3041,61815,7.05
Malaysia,Southeast Asia,2022,July,Leisure,290947,723662.95,384596.89,3416.15,8679.22,48848.43,2183,42800,9.1
Vietnam,Southeast Asia,2021,January,Leisure,401919,158236.37,470878.35,2785.38,109132.45,49660.44,961,56778,1.73
India,Southeast Asia,2020,August,Eco-tourism,49933,185241.86,416623.23,3535.2,156361.01,26946.08,796,90219,4.56
Philippines,South Asia,2022,May,Adventure,114456,179240.36,360926.11,741.98,186152.1,37594.42,4319,93886,5.24
Japan,Southeast Asia,2020,December,Eco-tourism,258572,722352.06,211783.48,3871.55,31897.44,47404.66,2907,87551,9.46
China,East Asia,2023,June,Adventure,381549,362091.63,326694.31,1695.28,179705.12,45638.56,2791,20652,4.72
South Korea,South Asia,2020,January,Eco-tourism,334114,739040.11,202928.26,2552.71,144348.51,16438.5,2573,68715,5.81
Singapore,East Asia,2022,November,Leisure,26945,852150.4,102217.26,4812.65,90270.97,42345.52,669,48557,5.75
Indonesia,East Asia,2023,August,Leisure,348051,219534.59,330350.93,2998.42,120342.97,18814.95,3856,58910,4.48
Thailand,Southeast Asia,2022,September,Cultural,297144,844427.58,132414.74,1993.96,114611.67,3643.94,2511,39752,7.66
Philippines,East Asia,2023,July,Adventure,158752,39441.38,244496.62,1495.7,46103.37,11430.76,2332,87966,1.15
Philippines,East Asia,2022,October,Cultural,469460,556788.6,119854.23,1835.67,87997.13,32106.21,1440,50542,4.65
Singapore,Southeast Asia,2023,January,Eco-tourism,377720,15580.75,373902.4,2390.36,190460.05,49425.7,2073,72464,1.36
Japan,East Asia,2021,May,Eco-tourism,453096,17203.43,232023.27,2170.07,96028.85,30995.02,4056,47734,5.6
Vietnam,Southeast Asia,2021,February,Leisure,232908,349370.13,23125.67,4209.19,73988.63,27501.65,3258,52653,5.22
Singapore,Southeast Asia,2022,March,Adventure,425637,330636.48,105275.06,4194.64,8720.05,26852.98,1275,56477,7.42
Vietnam,Southeast Asia,2022,January,Medical,379964,328672.29,18474.29,563.31,174049.57,5576.98,4569,78176,4.85
Singapore,Southeast Asia,2020,June,Eco-tourism,385765,190743.37,17557.21,4456.44,11178.83,24301.64,4566,34350,2.17
Japan,East Asia,2023,March,Adventure,343221,420770.52,65356.56,1898.16,67211.05,34305.04,1954,32336,4.76
Thailand,South Asia,2023,June,Eco-tourism,203890,482941.02,427144.08,1434.08,168075.94,41803.92,4908,70804,4.87
Thailand,East Asia,2023,June,Eco-tourism,53211,840962.76,218237.07,3445.55,22631.82,18133.54,1012,7592,2.9
India,Southeast Asia,2022,November,Cultural,101723,356382.92,368900.6,2239.38,71129.26,24799.67,2493,16129,9.67
South Korea,South Asia,2023,December,Eco-tourism,135973,845096.02,389247.67,901.36,18219.95,21699.17,898,83802,7.68
Thailand,South Asia,2021,October,Adventure,247689,484131.25,370412.28,3145.2,26958.35,8238.52,1251,76685,2.96
India,South Asia,2023,October,Adventure,491656,215538.98,115894.6,4935.66,161873.22,12410.69,4866,18436,3.51
Malaysia,South Asia,2023,January,Cultural,323455,87009.86,29775.29,3541.91,154637.18,34850.92,2383,12674,3.75
Japan,East Asia,2021,May,Cultural,226197,204808.8,65360.28,3383.31,75778.55,6555.04,4387,30911,2.33
India,Southeast Asia,2020,October,Adventure,159438,476794.04,190917.31,2147.18,53452.97,22052.06,3175,34120,8.4
Thailand,South Asia,2023,November,Eco-tourism,313736,899485.18,255219.97,1509.23,170105.28,9188.74,1973,10263,9.62
Vietnam,South Asia,2021,November,Cultural,81545,804590.44,150153.35,1352.86,156984.83,34989.8,4896,33619,4.95
Vietnam,Southeast Asia,2023,November,Leisure,140671,946697.15,314378.88,1800.24,49767.12,5615.38,3333,14606,2.57
Japan,South Asia,2023,August,Cultural,286979,599368.17,13577.02,1613.89,194604.09,6853.7,74,63504,3.89
Japan,Southeast Asia,2021,April,Medical,484808,515690.71,9015.31,1918.35,37175.74,32139.14,1706,38170,1.36
Singapore,Southeast Asia,2023,November,Leisure,332301,936263.28,165214.11,2805.71,83866.29,11570.89,4218,73871,8.02
China,Southeast Asia,2020,August,Eco-tourism,31209,230450.85,385231.03,632.42,84049.87,12042.23,3090,17646,7.95
Singapore,East Asia,2022,January,Leisure,103820,761616.35,496083.84,1094.62,134823.53,33405.2,3970,54505,4.6
Malaysia,South Asia,2021,July,Medical,416049,490196.21,114639.14,2315.06,155867.68,36599.22,305,3751,1.94
Vietnam,South Asia,2022,April,Leisure,75845,774265.7,363881.03,2630.01,65191.07,47618.57,3662,79624,7.88
Philippines,South Asia,2023,July,Adventure,425104,810315.28,64000.55,2184.75,45474.42,43404.17,3745,96518,2.6
China,Southeast Asia,2021,March,Leisure,235151,677608.77,285292.61,4144.74,7552.98,18264.74,4848,26140,1.2
Malaysia,Southeast Asia,2023,December,Medical,376866,207076.22,271789.84,2145.76,125474.75,31052.79,4572,26718,9.55
Japan,East Asia,2022,January,Leisure,144468,133108.42,435257.71,2635.14,43883.98,45944.75,396,30242,4.44
Japan,East Asia,2022,May,Adventure,382793,68169.67,300705.6,3022.27,162148.94,12214.6,4158,8141,5.34
Thailand,South Asia,2020,February,Medical,382088,724641.25,191468.36,3185.3,166425.91,43007.71,4780,38318,3.55
Malaysia,South Asia,2021,November,Medical,318792,702509.07,321646.09,3148.58,154955.24,47699.67,198,26090,7.64
Philippines,Southeast Asia,2021,October,Cultural,452735,509548.61,171916.2,4494.63,79545.05,36952.72,1595,47721,8.54
Singapore,Southeast Asia,2023,June,Leisure,78879,456320.57,451459.97,3793.36,184091.37,46557.45,3798,62841,8.24
Singapore,East Asia,2022,June,Medical,187385,861272.21,171549.21,2389.91,111865.26,38692.2,3161,35697,3.68
Malaysia,South Asia,2021,January,Medical,22072,473757.51,258835.16,1930.45,112966.68,34466.62,4085,17160,9.95
Malaysia,East Asia,2021,November,Eco-tourism,61677,961373.71,321845.43,3713.03,175201,4239.07,588,18866,8.42
Thailand,South Asia,2020,July,Cultural,428468,20261.57,295863.97,3748.7,162258.18,34364.24,4835,10531,4.29
Philippines,Southeast Asia,2022,February,Leisure,64641,375301.72,9678.22,4227.04,46644.41,9973.51,626,97391,8.36
China,South Asia,2020,May,Medical,414146,741382.43,358742.5,3558.24,187627.83,30137.03,3917,59492,4.18
China,Southeast Asia,2022,May,Cultural,169467,290756.46,284723.92,3557.66,26769.98,28623.78,1956,88054,2.68
Thailand,Southeast Asia,2021,February,Cultural,279883,85490.03,314498.4,1576.51,74413.88,46012.61,2993,82246,7.21
Malaysia,East Asia,2021,June,Leisure,472924,645200.55,40297.19,3592.77,7619.24,14428.7,4780,99879,6.42
India,South Asia,2021,August,Cultural,121924,619013.58,175507.98,2754.9,80916.22,35522.28,3062,90129,7.34
South Korea,South Asia,2020,August,Eco-tourism,238118,622139.87,164465.9,1217.88,136168.39,3826.64,4374,9370,5.39
Vietnam,Southeast Asia,2020,September,Eco-tourism,327945,775536.98,303581.28,3284.72,73227.66,40117.81,2841,13002,1.01
China,South Asia,2022,March,Leisure,107594,599729.02,404447.83,2770.74,148358.81,45340.04,1757,61809,1.09
South Korea,East Asia,2022,September,Medical,454340,553958.93,386331.97,1978.58,17919.93,28358.05,4109,32046,7.55
Philippines,Southeast Asia,2021,May,Leisure,493679,964036.89,82784.77,3933.08,84732.2,39847.83,212,93910,8.08
China,Southeast Asia,2021,September,Cultural,402357,689018.71,448315.23,2748.63,30456.65,8785.77,2401,89406,1.33
China,Southeast Asia,2023,September,Cultural,25673,906903.91,320173.58,2712.07,186973.49,28939.9,2130,22774,4.41
China,East Asia,2023,January,Cultural,448389,50190.27,51753.89,997.04,93922.37,39921.3,1967,65563,9.69
Malaysia,East Asia,2022,July,Leisure,402602,175028.96,392704.04,4194.03,31627.26,34062.53,1075,29015,8.19
India,East Asia,2020,May,Leisure,385986,917232.56,248442.57,1182.98,166067.6,43997.89,3224,9864,4.05
Singapore,Southeast Asia,2022,March,Leisure,42998,927864.19,341728.26,2293.19,152609.55,14635.33,2034,71287,1.22
South Korea,South Asia,2022,December,Eco-tourism,396323,326041.85,406994.37,2473.47,148937.79,48068.19,413,82042,1.92
Japan,East Asia,2023,March,Cultural,217859,418174.88,349086.48,3894.38,8906.31,17276.76,1970,97098,5.83
Thailand,Southeast Asia,2021,May,Eco-tourism,389658,217724.23,363078.99,4610.13,33180.59,40093.49,3908,59218,1.09
Philippines,East Asia,2020,November,Medical,303665,895254.16,446563.73,1839.07,40734.8,33633.59,2595,70828,4.71
China,Southeast Asia,2023,July,Eco-tourism,226991,652925.34,465720.18,3819.45,91951.87,19131.68,1341,80634,6.93
Thailand,Southeast Asia,2022,July,Leisure,392827,142994.5,280454.91,3701.28,89921.38,30662.53,2093,77771,7.53
South Korea,Southeast Asia,2021,April,Medical,127722,757567.11,13887.9,2344.03,114439.19,43400.46,712,37760,6.68
Malaysia,South Asia,2020,June,Leisure,212203,409752.25,271134.1,2598.99,182691.04,47346.87,549,11423,9.73
Thailand,Southeast Asia,2021,December,Cultural,153682,394141.58,429655.51,4084.87,179668.04,7187.57,723,63082,8.01
Indonesia,South Asia,2021,October,Leisure,308384,709180.73,404107.29,4231.95,116568.35,33831.64,565,18342,5.41
