Country,Region,Year,Month,Type_of_Tourism,Tourist_Arrivals,Sales,Profit,Average_Spend_Per_Visitor,Operating_Costs,Marketing_Spend,Number_of_Hotels,Tourism_Sector_Employment,Satisfaction_Score
Germany,North America,2022,July,Medical,125547,672835.23,289964.48,521.65,147769.24,27167.25,2563,5515,3.87
Australia,Western Europe,2022,December,Medical,310396,983269.87,239922.72,1720.41,9318.63,9342.22,4376,79221,8.97
Canada,Australia,2021,January,Medical,72058,443578.7,307971.33,706.66,102990.81,32638.23,2051,41758,1.73
Italy,North America,2022,November,Medical,314022,928252.62,118341.86,2046.39,192719.49,33403.92,4939,37962,5.96
Switzerland,Australia,2021,December,Medical,381265,918953.42,288132.54,1803.84,78268.41,4958.21,3992,56974,8.31
UK,North America,2023,July,Leisure,282004,540682.31,200205.9,4333.54,198650.7,43450.28,2179,54902,2.76
UK,Western Europe,2022,May,Medical,251381,427083.78,434572.91,2330.77,134254.03,39377.97,1641,14143,8.28
Switzerland,Australia,2020,December,Adventure,429004,254897.43,87705.27,3555.57,30154.01,29071.41,2805,63028,4.66
UK,North America,2023,June,Cultural,129626,79530.35,93262.94,1659.9,130099.38,27448.97,4306,22718,9.89
Switzerland,Western Europe,2020,March,Medical,289896,706622.48,244937.62,3264.51,178790.61,15644.54,4421,85490,7.82
USA,Western Europe,2023,September,Adventure,14475,975660.95,191409.87,4644.24,95452.83,13785.51,3223,51841,4.7
USA,Australia,2021,September,Eco-tourism,358424,937588.78,492043,4694.54,156262.51,34055.53,4493,79142,9.38
Spain,Australia,2020,September,Cultural,226721,515783.71,463033.8,2522.89,44772.52,4495.18,1919,50777,5.27
France,North America,2022,April,Eco-tourism,131783,229853.28,178707.65,1970.09,167072.99,2185.9,1216,21452,3.2
Germany,North America,2022,October,Leisure,478777,652514.51,20666.37,2645.95,127881.14,44506.52,4291,46476,9.08
Switzerland,Western Europe,2022,February,Adventure,223845,937911.52,470221.67,4957.65,164308.53,3134.69,4364,60365,2.19
Germany,Australia,2020,April,Eco-tourism,496935,207778.75,477815.18,780.19,49686.02,22184.99,3610,96398,2.63
France,North America,2022,July,Leisure,290139,87444.58,57471.62,3730.8,11637.34,15717.23,2225,99563,5.09
Germany,Western Europe,2020,September,Adventure,303524,335503.69,245122.02,1456.82,162947.17,9016.95,246,63709,6.12
Germany,North America,2023,May,Eco-tourism,409332,789174.33,496540.5,4343.26,42894.34,40598.41,782,69900,6.84
Spain,Western Europe,2020,April,Leisure,151519,297606.06,241466.24,4930.42,154065.66,4661,1132,67885,5.76
USA,Western Europe,2022,May,Adventure,24662,641418.02,323100.49,2039.53,35407.92,9584.26,4457,23296,4.09
UK,Australia,2021,June,Leisure,74197,162423.67,481545.47,689.17,128653.2,3103.64,3857,25915,1.97
France,Western Europe,2023,April,Medical,202634,914757.46,378740.48,2539.57,7884.55,4903.94,4991,28205,9.21
Germany,Australia,2023,November,Medical,450136,616386.66,162812.39,3018.96,39690.5,6310.47,3497,57049,2.68
Germany,Western Europe,2020,November,Adventure,39367,709141.88,176543.71,1399.81,191049.62,33423.32,2309,80488,9.53
USA,North America,2023,November,Adventure,93821,736209.61,72181.58,3187.63,14910.35,13747.04,3839,91406,9.95
UK,Australia,2023,December,Leisure,13537,395188.57,422153.21,4114.04,179665.5,14110.64,3352,96741,1.42
USA,Western Europe,2021,January,Leisure,323779,352015.6,71681.99,1346.98,182837.54,18719.37,3553,59559,4.64
Switzerland,Australia,2020,October,Cultural,269899,615016.35,330872.42,1873.04,183908.54,22953.49,4407,61620,1.67
UK,Australia,2021,April,Eco-tourism,382444,38828.37,5201.35,2817.31,132429.05,17581.81,1769,55425,1.5
Netherlands,North America,2022,October,Medical,491954,713732.1,342949.22,1099.98,197776.2,47086.4,4801,36509,4.36
France,Western Europe,2023,June,Adventure,325021,736682.03,418745.97,1803.21,174823.35,17970.89,2074,48143,2.74
Switzerland,North America,2022,August,Medical,433365,366755.17,106786.9,4789.14,180980.24,11882.51,4935,49278,5.47
Spain,Australia,2022,December,Eco-tourism,260827,986294.82,222516.3,834.51,120004.65,14394.52,2000,32225,6.35
France,North America,2021,September,Leisure,232933,636449.4,290259.2,1450.54,160102.2,8006.33,1381,56770,9.72
Australia,North America,2021,September,Medical,135427,425566.04,150376.39,2250.79,134807.72,16146.62,1606,85983,4.89
Australia,Western Europe,2022,March,Adventure,214337,40790.36,459120.91,4540.94,109832.44,27840.35,3678,35486,7.99
Italy,Western Europe,2022,October,Adventure,427939,647975.92,112474.29,3731.12,107867.88,40985.94,3659,79697,7.82
Germany,Western Europe,2022,May,Eco-tourism,348793,253161.47,235546.89,4575.15,190832.07,10527.11,1628,20501,9.7
USA,Western Europe,2023,March,Adventure,437989,964700.6,112183.47,3799.78,127031.16,34500.91,547,99322,9.94
Netherlands,North America,2022,November,Medical,290691,661607.87,357484.37,3594.89,77639.04,12023.54,2647,28272,1.44
USA,Australia,2022,September,Cultural,81437,272033.45,274712.38,1818.71,37718.37,13966.64,4124,23837,5.98
Italy,North America,2023,November,Adventure,437196,527399.6,53565.66,4667.11,59800.31,22263.18,2910,36649,1.42
Netherlands,Australia,2021,February,Eco-tourism,355861,579009.72,407274.19,3523.48,143848.21,5432.63,736,29338,6.36
Netherlands,North America,2023,January,Leisure,476097,377042.96,20260.9,3335.14,181905.42,9029.39,3465,78864,4.54
Spain,Western Europe,2020,November,Leisure,309695,398332.15,62480.7,2550.35,23913.22,49852.79,728,53822,2.38
France,North America,2021,November,Medical,73540,225075.86,305079.83,2366.87,34947.45,18097.93,4658,70110,3.3
Netherlands,Western Europe,2022,September,Cultural,329837,582136.45,324846.5,4207.09,65090.41,13693.13,3461,87277,6.95
France,North America,2020,February,Medical,58283,223550.02,485288.27,4735.49,105301.86,21808.34,2623,55678,3.02
UK,Australia,2023,October,Adventure,44474,502372.68,365331.54,2227.48,198042.32,26792.85,2954,49525,2.21
USA,Western Europe,2020,January,Cultural,230052,505867.93,180481.01,2353.89,83346.71,8368.85,984,87721,9.89
Germany,Western Europe,2020,January,Leisure,304956,105694.69,64762.6,4047.55,58911.81,3706.6,1705,76979,5.66
Switzerland,Australia,2020,July,Leisure,69043,603565.95,139676.69,1494.6,147576.39,2950.07,701,31964,7.73
Germany,North America,2020,May,Leisure,350841,745955.87,22964.45,3197.52,50375.72,29998.84,3623,57964,7.84
USA,Australia,2023,February,Leisure,325321,230153.39,230863.56,1316.19,13394.29,43998.68,1390,44332,9.76
Netherlands,Australia,2021,November,Eco-tourism,213463,731298.22,199550.37,4163.1,75159.55,30687.69,1348,48581,3.36
Canada,Western Europe,2021,April,Cultural,136940,253492.73,343117.95,933.44,124377.27,43953.2,4449,16444,6.15
France,North America,2020,April,Adventure,441622,165220.43,166014.22,2515.31,194737.68,10043.25,2770,92306,8.98
Australia,Australia,2022,July,Leisure,243459,917496.02,449947.43,573.5,10024.46,27166.82,2582,87169,5.83
USA,North America,2020,May,Eco-tourism,436798,990274.87,125289.69,4028.92,49110.89,41556.21,3107,14860,6.17
UK,Western Europe,2021,October,Medical,246588,756903.73,309355.25,4262.82,127558.27,26085.74,3010,15562,3.49
USA,Western Europe,2023,April,Eco-tourism,384800,856374.59,220968.72,4161.32,120644.34,42948.02,4518,33030,7.09
USA,Australia,2020,June,Medical,209210,518780,147606.15,974.38,57423.13,14165.12,460,21186,3.55
USA,Australia,2023,April,Medical,66648,877131.18,257167.35,2989.12,34583.47,38291.09,1954,55712,6.38
UK,Australia,2021,May,Eco-tourism,494866,700394.42,257738.29,4438.98,192876.72,49916.97,3661,95951,3.68
Netherlands,North America,2020,October,Eco-tourism,271339,934150.26,72280.24,4855.11,61471.33,37068.92,3535,75368,5.47
Netherlands,North America,2021,January,Eco-tourism,34849,947656.45,134379.13,2863.73,50260.26,20230.76,4915,99336,7.8
UK,Western Europe,2021,January,Adventure,456309,904268.09,302055.93,1367.49,156384.02,37905.04,3993,2495,6.34
Italy,Australia,2021,July,Leisure,369555,821154.36,135023.83,1947.48,133874.55,43524.65,4985,95343,8.74
UK,Australia,2021,November,Adventure,130581,122778.01,442698.08,4716.45,166325.73,34468.49,3117,17461,8.64
Spain,North America,2023,July,Medical,230345,107068.89,8347.94,2301.57,150292.29,4659.97,2374,23978,3.95
Australia,Western Europe,2022,March,Cultural,316956,207982.85,307163.34,1653.02,61257.76,40583.25,924,59235,8.94
UK,Australia,2021,September,Leisure,208467,852127.02,326850.4,1505.46,55395.08,48459.24,1069,95377,3.8
Australia,Western Europe,2021,May,Cultural,450326,768119.89,119178.4,2395.36,174559.1,1297.67,2740,55350,8.02
Australia,Australia,2022,August,Leisure,398544,182932.96,227385.14,894.78,32609.17,18864.35,3868,52912,5.16
France,North America,2023,January,Adventure,152169,164167.72,340073.01,695.81,97420.75,4593.77,2825,36494,2.08
Netherlands,North America,2023,March,Adventure,101563,393840.27,123759.77,1727.9,131817.88,35815.41,2776,74886,5.64
France,North America,2020,December,Cultural,165650,751892.57,441130.61,3492.53,68721.01,11128.41,2943,13326,2.8
Canada,Australia,2021,December,Leisure,143413,600598.04,174956.93,791.78,9998.19,25921.32,3083,55025,9.93
USA,Australia,2022,May,Leisure,41736,643973,45395.03,3264.89,101853.61,48468.01,2399,91668,9.52
Switzerland,Australia,2023,November,Eco-tourism,30226,263076.87,12243.1,1841.03,124797.57,35541.01,4732,4905,6.51
Netherlands,Australia,2021,August,Adventure,305775,408183.35,415624.91,4400.37,149640.77,2427.27,678,75858,6.53
Switzerland,Western Europe,2022,November,Medical,263709,859176.73,170335,1722.54,167140.9,4554.77,3832,43530,9.6
France,Western Europe,2022,January,Adventure,303727,890739.03,222398.97,4650.58,90444.38,7076.59,1216,25903,4.45
Australia,Western Europe,2023,November,Cultural,345498,385501.26,156819.81,3366.73,83863.66,15550.04,2702,72822,3.19
France,Western Europe,2022,March,Leisure,349960,565484.82,262354.18,3183.43,105084.23,4972.56,1311,1748,3.76
Germany,North America,2023,January,Cultural,151772,267012.96,73333.34,2579.27,70693.19,30555.17,1907,68570,8.93
Canada,Western Europe,2023,May,Adventure,12130,378323.18,328994.38,3395.14,159022.58,45867.45,876,52772,1.35
USA,Western Europe,2022,April,Adventure,396871,812247.93,236686.35,3362.98,170193.25,15919.96,2800,72510,8.94
Australia,North America,2022,November,Adventure,477688,149612.48,57564.76,1234.67,148783.87,6637.1,3203,61301,5.25
Netherlands,Australia,2023,November,Leisure,462238,564157.16,402006.45,3026.62,41058.1,11841.63,1982,92194,3.01
Switzerland,North America,2023,November,Medical,112053,963717.59,386922.39,3761.14,13543.37,26474.19,3755,80597,5.26
Germany,Australia,2023,May,Cultural,487944,417438.8,406563.2,2249.91,12856.97,45032.72,180,32946,6.5
USA,Western Europe,2022,October,Eco-tourism,336655,110794.7,479400.39,3723.96,52776.15,35364.68,3266,81269,6.74
UK,Australia,2023,June,Medical,138877,528736.32,398387.83,4305.73,185775.28,36724.96,350,76310,5.15
UK,North America,2022,November,Eco-tourism,312467,45755.85,428841.05,1463.42,118921.23,40723.88,3772,32325,9.76
Switzerland,Australia,2022,June,Cultural,398245,304703.72,219267.48,1902.8,32100.92,48700.96,881,84122,6.76
UK,Australia,2022,May,Cultural,391797,920391.5,432317.49,1984.8,25588.72,22596.64,4074,63086,4.06
Switzerland,Western Europe,2023,September,Cultural,330097,14866.29,292910.65,4774.27,116502.88,10914.85,2870,42110,4.08
Canada,Australia,2021,November,Leisure,12256,766907.37,114434.9,710.33,105045.3,23057.13,568,67405,1.78
Italy,Western Europe,2022,January,Eco-tourism,428033,308474.49,373865.13,570.81,144153.51,47690.42,1998,36700,3.72
Spain,Western Europe,2023,June,Eco-tourism,408689,854763.85,195139.21,1422.01,110288.23,38361.18,2537,33231,5.41
Spain,Australia,2020,March,Medical,493382,668080.14,478810.85,1736.01,93823.82,10812.77,2151,33372,3.5
UK,Western Europe,2021,September,Adventure,372690,537849.9,208936.01,2687.9,176604.15,34918.25,986,81125,1.09
Spain,Australia,2020,July,Cultural,219021,659984.53,322048.36,985.93,156048.11,48968.53,2060,77528,2.71
Italy,North America,2020,December,Adventure,281907,537048.7,35668.89,2862.14,64598.93,26067.45,580,9664,4.61
Australia,Western Europe,2022,January,Leisure,469717,596441.42,387427.78,4837.38,13650.05,42406.04,2668,26716,8.12
Germany,North America,2021,December,Adventure,228753,852189.62,107371.11,3557.04,153549.25,32861.6,3842,24711,4.85
France,Western Europe,2020,July,Medical,71083,546643.17,424908.12,1719.42,21674.37,28156.24,2967,41010,6.24
Netherlands,North America,2022,October,Medical,332602,704960.07,314304.57,3685.56,66530.75,40819.54,3262,53129,7.11
Netherlands,Australia,2023,February,Leisure,329606,264422.53,16256.07,2425.57,20280.24,25533.99,2541,5153,3.51
Switzerland,Australia,2023,October,Eco-tourism,199630,41075,334800.08,2659.62,36669.77,44246.44,2610,70517,6.52
UK,North America,2023,October,Adventure,439733,50368.93,172764.97,4008.25,192880.61,4065.72,2542,88003,6.44
Australia,Western Europe,2021,March,Cultural,405628,775193.38,382198.75,2758.81,117778.81,1088.39,437,22024,7.95
Netherlands,North America,2020,July,Eco-tourism,264231,661921.23,352318.34,2202.52,109096.43,41520.86,2958,14812,1.72
USA,North America,2022,November,Cultural,473970,856650.66,449389.86,1894,197905.26,28347.62,4009,72171,6.5
Spain,North America,2021,December,Medical,318014,294896.8,253755.28,2186.74,183186.7,24654.56,4679,55594,4.39
Switzerland,Western Europe,2023,March,Leisure,218711,472090.11,128367.33,1028.96,25739.14,39057.76,331,25216,3.68
France,Western Europe,2022,July,Adventure,432544,864041.36,497064.16,3121.25,177011.33,17102.92,736,84812,7.95
Canada,North America,2023,January,Leisure,241545,817372.46,6301.41,3332.28,48594.51,6259.9,3384,43487,3.97
Switzerland,Australia,2020,April,Leisure,60990,45304.56,132893.22,1460.99,99909.87,45296.65,2897,23931,6.85
Italy,North America,2022,September,Cultural,147725,139518.19,139001,2951.18,14196.58,17194.06,152,28210,1.32
Netherlands,Western Europe,2021,August,Eco-tourism,105941,37015.9,107852.66,610.56,14176.86,37397.49,913,9145,6.65
France,Australia,2023,January,Adventure,499241,493939.4,266951.1,2643.27,172757.67,36340.83,4645,10696,9.53
France,North America,2023,February,Medical,71031,655780.13,44346.54,4235.75,195550.45,36913.46,2190,30319,8.21
France,Western Europe,2023,April,Adventure,188403,76862.64,223035.72,4938.49,36127.35,34906.12,4261,49955,3.64
Switzerland,Western Europe,2023,December,Medical,273916,881737.83,174129.12,918.58,38094.89,29948.11,2366,65966,7.38
Spain,Australia,2022,September,Eco-tourism,218377,996800.85,256278.92,1338.8,49892.08,47505.52,1446,51768,7.43
Netherlands,Australia,2021,August,Eco-tourism,27456,830196.9,390877.32,3887.84,11397.32,12981.63,2141,14537,2.8
Germany,Western Europe,2020,April,Medical,483768,757135.74,312022.73,1727.82,197720.97,4077.76,1813,52727,6.57
USA,Australia,2022,August,Cultural,394043,35019.02,315888.36,567.09,194546.39,4291.92,655,23279,6.44
USA,North America,2022,December,Adventure,413286,358688.82,220791.11,3168.74,18009.73,34648.57,1038,17299,8.15
Spain,North America,2022,May,Leisure,400660,804780.01,150220.5,3064.08,133549.87,39206.07,4525,27317,7.45
Netherlands,Australia,2020,August,Eco-tourism,46670,210387.91,391917.8,841.05,154035.57,19110.33,4992,59257,4.26
Canada,Western Europe,2020,October,Adventure,270532,865415.97,332807.95,1412.55,98857.11,45811.73,2344,41960,1.57
Switzerland,Western Europe,2020,June,Adventure,435144,228293.18,213118.5,4112.53,125320.44,5872.73,405,77366,5.65
Spain,Western Europe,2023,July,Adventure,88629,875029.76,70750.46,1878.67,166381.42,4596.99,3052,40935,5.17
Australia,North America,2020,July,Eco-tourism,268548,138558.58,475660.69,3923.96,104070.66,33977.08,1013,41056,2.95
Netherlands,Western Europe,2023,October,Eco-tourism,483179,912154.96,384311.16,1079.57,36515.58,29525.07,505,16463,4.87
Netherlands,Western Europe,2020,September,Cultural,218428,659176.54,494813.5,2183.11,53624.44,31678.61,3768,37098,7.15
Netherlands,Australia,2020,November,Leisure,368046,738654.27,136607.5,1302.45,17350.2,27262.29,2880,5424,4.14
Switzerland,Western Europe,2021,August,Adventure,344054,474972.28,263407.86,596.57,109609.06,29525.3,1333,43291,7.05
UK,Western Europe,2022,October,Eco-tourism,56318,757760.83,399114.02,1495.15,50854.71,36036.97,2057,92400,2.12
UK,Western Europe,2023,August,Leisure,260322,919854.98,281039.55,646.24,76484,46927.86,509,56952,6.39
Netherlands,Australia,2020,April,Eco-tourism,305870,254005.16,178303.04,2917.56,101582.59,37896.69,2252,51590,4.93
Netherlands,North America,2021,September,Eco-tourism,354797,805861.26,105956.5,4319.12,15414.57,42333.18,4311,11488,9.64
France,Australia,2021,July,Adventure,368911,590801.57,236684,3992.16,184435.67,9510.5,1618,10494,7.97
Switzerland,North America,2022,August,Adventure,391138,472557.16,261687.72,4410.37,28735.5,42085.63,150,27189,2.24
Spain,North America,2020,May,Leisure,43003,34265.91,187096.51,3118.42,125233.47,9467.47,1102,29032,5.07
Spain,Western Europe,2020,February,Adventure,252688,224758.29,62156.01,4393.14,67395.92,37325.25,1783,61236,2.24
Germany,Western Europe,2023,May,Eco-tourism,386873,293034.52,377203.08,1712.7,156723.46,32940.86,859,47505,2.9
UK,Australia,2022,August,Cultural,359955,284306.62,39859.67,3278.16,162470.34,47940.77,2917,73891,5.21
UK,Western Europe,2021,November,Eco-tourism,476510,763086.07,132392.51,4306.04,147590.2,32444.35,3033,22141,1.07
France,North America,2022,July,Eco-tourism,415349,952422.09,50461.23,1713.97,119869.44,11748.8,566,42866,9.62
Australia,North America,2023,March,Cultural,166996,690835.27,219212.09,4158.98,118518.2,38855.07,4293,97573,10
UK,Western Europe,2021,October,Adventure,454160,96211.05,496558.88,1060.6,19309.74,39184.96,1314,6909,5.57
UK,Australia,2022,October,Leisure,230934,798875.57,255758.46,3102.93,194118.24,23695.61,2310,66184,6.54
USA,Australia,2020,July,Medical,182027,116250.88,435895.29,4332.81,126621.92,24272.54,1809,20827,3.15
Canada,North America,2023,September,Adventure,356960,225633.33,441591.5,4240.66,115610.58,4565.55,998,26133,7.19
France,Western Europe,2020,March,Cultural,195501,262154.11,487339.71,4940.49,127951.76,21185.31,4126,68017,3.52
Italy,Australia,2021,March,Eco-tourism,66562,707099.92,39870.8,1289.91,198181.92,14700.49,4328,17815,2.02
France,Australia,2022,February,Eco-tourism,73131,573780.11,492088.49,765.17,135757.98,38146.19,4409,95801,5.36
Canada,Australia,2022,September,Leisure,231707,78534.53,264827.61,2851.27,59727.7,48075.49,2779,62314,9.37
Italy,North America,2022,September,Cultural,280128,332291.31,293473.05,1801.36,86424.43,11248.08,1301,31822,4.65
Australia,Western Europe,2020,September,Eco-tourism,190538,422545.59,443573.97,1367.8,53649.87,40183.89,1564,19284,9.27
UK,Australia,2023,January,Adventure,278502,16625.41,20406.54,873.18,41171.54,31485.38,3106,74236,2.73
Italy,North America,2021,October,Medical,78591,280234.81,417846.9,2920.6,135746.77,34421.05,394,98903,5.09
Spain,North America,2020,May,Medical,385476,632608.05,133701.1,4371.72,128631.95,31064.66,178,35468,5.05
UK,North America,2023,December,Medical,497327,718389.87,415754.37,2848.69,172620.87,46125,3962,67618,7.74
Australia,North America,2020,January,Medical,457541,144959.4,66164.37,972.01,23034.12,5200.19,3554,71121,6.23
USA,North America,2023,June,Medical,408790,793904.66,269293.42,1549.29,92162.11,3124.17,437,72870,3.61
Switzerland,North America,2022,August,Medical,347937,297272.66,293033.75,1454.16,54859.44,30576.66,1860,78001,7.68
Germany,Australia,2020,April,Medical,392169,145886.09,159326.87,1600.41,33561.79,21362.81,2090,60298,2.48
Netherlands,Australia,2021,April,Cultural,150395,545495.53,70630.18,2357.75,9030.85,33547.54,1810,12354,6.81
Germany,Western Europe,2020,June,Cultural,178023,181959.88,416011.42,2972.77,155464.78,20773.79,3342,97207,7.37
Italy,Australia,2021,August,Medical,142389,473678.48,434907.07,4624.47,57174.85,6855.77,4607,59430,8.19
Switzerland,Australia,2021,January,Eco-tourism,356865,286821.61,114500.64,1119.78,133620.87,40934.15,4475,18036,9.08
Netherlands,Western Europe,2023,August,Eco-tourism,258062,496645.38,33983.74,742.53,116948.31,12000.72,1640,52191,5.15
UK,Australia,2021,January,Adventure,330351,225714.88,167511.83,2991.74,157645.93,7264.51,2985,43157,9
Spain,North America,2021,January,Eco-tourism,497208,502204.62,170113.37,2841.82,162538.25,44994.7,4793,51598,2.05
Canada,North America,2021,December,Leisure,55009,473051.93,47058.05,3656.1,66494.61,41744.14,84,48913,2.41
UK,North America,2021,July,Eco-tourism,351376,776192.28,324789.15,1671.6,28005.71,5982.23,2116,14039,5.26
Spain,Western Europe,2023,December,Adventure,17175,134302.29,394159.37,2022.64,84750.19,10208.76,143,28321,8.1
Spain,Australia,2020,January,Medical,124717,848563.68,333204.09,1921.74,73210.2,5245.34,1032,71239,1.93
Netherlands,North America,2020,March,Medical,216406,883269.21,325398.29,4276,177543.46,12541.53,849,11710,3.07
Netherlands,North America,2020,March,Leisure,33369,899561.56,443491.94,3774.58,192673.31,13014.13,468,51408,9.5
Italy,Western Europe,2020,July,Adventure,391961,57994.63,99805.35,1287.32,99804.1,14066.05,3172,11220,8.18
USA,Western Europe,2023,February,Adventure,133961,962575.78,468359.17,1255.44,96738.59,7654.98,3518,96057,2.92
USA,Western Europe,2021,March,Medical,63605,429977.06,291726.13,2188.32,82095.86,42001.46,4951,7683,7.92
UK,North America,2022,October,Cultural,411806,799508.51,390344.25,3409.21,12956.25,8648.56,2573,23267,9.8
France,Australia,2023,June,Cultural,135261,894913.58,247228.74,3267.79,114790.49,19785.55,4240,19263,8.33
Canada,North America,2022,November,Eco-tourism,392349,184429.45,5596.08,4280.48,153269.53,47359.52,3328,41939,5.85
Spain,Western Europe,2022,November,Eco-tourism,402388,564356.05,191656.13,2496.46,181364.04,3148.73,2748,13470,9.41
Switzerland,Australia,2023,April,Medical,190920,386043.39,320538.59,4688.43,181652.99,42371.49,3702,95844,4.62
UK,Australia,2023,December,Eco-tourism,38031,250797.66,486548.06,1113.53,17282.5,17859.89,4688,90149,7.48
Spain,Western Europe,2021,July,Leisure,52953,794621.97,190670.72,2479.55,37990.85,21979.03,2498,91403,4.73
USA,Australia,2020,June,Eco-tourism,286481,235007.55,384437.68,4478.17,198574.77,30243.73,1183,90700,6.83
Italy,Western Europe,2021,February,Cultural,93631,230846.77,468635.39,4982.72,108789.91,17060.96,622,16167,8.82
Australia,Australia,2020,March,Cultural,288166,897445.18,243597.85,4523.85,81034.35,3192.24,2558,84831,2.51
Italy,Australia,2021,November,Cultural,31710,531785.56,75312.56,1291.13,166856.27,40126.64,1187,63470,9.86
Australia,North America,2023,May,Leisure,482804,14700.18,479746.11,1936.35,24005.41,8599.36,1126,4024,8.53
Netherlands,North America,2021,December,Cultural,112045,95154.28,426011.35,2886.68,14561.02,15081.82,2868,12443,6.73
USA,North America,2023,July,Cultural,92114,738264.13,481617.9,687.39,159849.3,2702.28,2250,4997,3.6
Switzerland,Australia,2022,September,Adventure,223765,505191.12,209927.3,2034.37,19270.62,31589.59,4455,15254,2.16
Switzerland,Western Europe,2020,January,Medical,360457,362828.72,479053.23,1666.41,95798.18,17859.64,3120,6878,4.5
Canada,North America,2021,December,Medical,164411,776380.51,225747.47,3902.36,64179.99,14670.93,2055,44370,8.61
France,Western Europe,2022,February,Adventure,183612,98451.54,22472.57,3920.22,34157.25,32636.1,4076,46200,8.42
Switzerland,North America,2023,June,Medical,455100,451657.25,55353.23,3385.47,54434.85,14782.71,3708,76829,7.21
France,Australia,2023,September,Medical,251090,412769.07,261596.88,1595.22,133372.03,22709.53,2795,94223,6.07
USA,North America,2023,February,Leisure,64532,202933.76,144861.32,2525.18,162885.14,15282.2,3825,41505,4.32
Italy,Australia,2022,January,Cultural,442009,419429.84,19125.23,4010.51,34560.39,15402.94,1959,83629,9.39
Australia,Australia,2023,November,Medical,322296,587790.65,85966.6,3347.04,195736.66,49604.46,4548,92362,9.79
Italy,North America,2023,February,Medical,283299,326796.58,40985.6,4700.69,153391.39,7281.92,4498,77699,5.91
Spain,North America,2022,October,Adventure,431359,263219.12,435641.49,4354.77,147002.99,25098.33,4250,55686,9.84
Italy,Western Europe,2021,May,Medical,371341,770994.93,14811.76,2687.42,33259.12,41136.57,1421,2601,1.41
Canada,North America,2022,January,Medical,131837,506486.62,214688.57,1289.46,186252.1,23553.18,982,38390,6.11
UK,Australia,2021,February,Cultural,79274,667646.92,432624.48,2434.93,138762.03,41244.16,2184,29850,5.34
Australia,North America,2023,April,Eco-tourism,429438,470583.07,279126.37,1473.51,39568.14,17791.77,447,69915,9.69
Switzerland,Western Europe,2021,February,Cultural,482007,351590.14,345002.79,1231.34,15696.41,32212.23,4236,6145,9.91
France,Western Europe,2020,December,Eco-tourism,313702,597075.3,61949.06,2190.84,22363.55,26594.98,4742,5785,8.08
France,Australia,2022,April,Cultural,160765,713090.74,325365.01,4763.9,32291.75,41388.2,357,20997,4.45
Netherlands,Australia,2020,February,Eco-tourism,375738,346145.6,37939.51,3306.65,150079.36,11974.3,4839,93259,7.16
France,Western Europe,2022,September,Leisure,47217,835348.37,99705.68,3096.06,98383.07,13096.04,3620,2330,7.71
Spain,North America,2021,May,Eco-tourism,382068,85431.94,256081.08,3483.05,130607.92,40282.41,1457,18659,4.22
Netherlands,North America,2020,November,Leisure,386777,597434.28,489049.53,867.77,163749.56,23125.31,2667,38925,7.03
France,North America,2021,March,Leisure,218684,33172.99,303152.63,3884.97,138192.85,42630.05,274,62605,7.89
Italy,North America,2021,September,Adventure,366049,446771.83,489664.66,4144.93,79261.85,29541.27,4832,33295,7.8
Spain,Western Europe,2023,March,Eco-tourism,430560,925876.73,139801.36,4921.31,31674.65,31124.88,4534,8312,1.36
Spain,Australia,2021,August,Leisure,12645,912527.52,141295.85,937.24,71011.67,36879.7,4090,42844,5.78
USA,North America,2020,September,Leisure,163537,416691.4,34689.57,4222.77,85989.78,11064.29,3187,76263,2.88
Netherlands,North America,2020,June,Leisure,327498,261983.33,494808.9,763.44,112898.41,42560.99,2171,36044,3.46
France,North America,2021,February,Medical,277158,351257.17,323697.72,3302.09,29017.24,1413.03,2452,90214,2.11
UK,North America,2021,January,Cultural,332469,689436.17,99199.23,4130.29,159072.18,28165.49,522,13189,4
Australia,Western Europe,2020,August,Adventure,155281,283875.73,230877.06,4070.92,30337.27,45414.98,4331,62847,8.29
Spain,North America,2020,October,Cultural,392156,10415.67,315472.55,1956.22,34537.7,21525.52,1530,72536,4.6
Italy,Australia,2020,September,Cultural,383541,353296.2,316994.03,3491.51,137101.2,21573.56,1844,46183,7.58
Switzerland,North America,2021,October,Medical,236194,787713.76,271358.22,3205.02,78958.68,8525.09,1948,74077,5.57
Italy,North America,2023,October,Eco-tourism,410200,789931.31,309437.39,4801.62,119239.85,36569.69,1076,34206,5.93
Netherlands,North America,2022,September,Leisure,18236,379729.92,491752.15,4761.37,94069.3,19584.82,854,84907,7.57
USA,Western Europe,2022,October,Eco-tourism,399414,131446.76,257699.27,2610.2,61004.46,25473.84,3283,77948,7.2
Italy,Australia,2023,July,Eco-tourism,431651,794143.47,75198.41,4755.86,190946.86,40324.1,1039,80158,8.58
Spain,Australia,2023,February,Adventure,306110,837006.28,237628.09,1732.98,134832.95,1603.72,1140,82108,9.98
Germany,Western Europe,2021,April,Leisure,427814,510173.67,227169.43,3997.12,103113.63,6161.37,1523,61696,6.71
Italy,Australia,2021,June,Leisure,34603,550399.47,404193.81,2708.05,77144.02,7072.99,1104,69168,7.02
Canada,Australia,2020,October,Cultural,397057,699530.87,110279.6,1011.69,195930.86,14432.82,4122,3606,7.17
